gene_id,SRX028958_spl7_suf,SRX028959_spl7_def,SRX028962_spl7_suf,SRX028963_spl7_def
AT1G61780,330,90,415,441
AT1G61790,546,167,700,624
AT1G61795,57,13,111,67
AT1G61800,416,490,26,23
AT1G61810,39,33,36,38
AT1G61820,39,33,211,349
AT1G61840,15,6,57,62
AT1G61850,203,45,212,262
AT1G61860,9,2,39,42
AT1G61870,156,57,212,239
AT1G61880,0,0,0,0
AT1G61890,165,44,160,222
AT1G61900,111,33,155,180
AT1G61910,0,0,0,0
AT1G61920,8,1,0,9
AT1G61930,24,6,23,23
AT1G61940,7,1,28,27
AT1G61950,11,0,20,21
AT1G61960,32,7,41,74
AT1G61970,65,16,108,136
AT1G61980,79,27,105,86
AT1G61990,100,34,97,113
AT1G62000,7,1,0,15
AT1G62010,21,11,64,69
AT1G62020,448,126,651,589
AT1G62030,39,13,22,35
AT1G62035,1,0,2,3
AT1G62040,403,118,333,386
AT1G62045,20,9,102,108
AT1G62050,30,9,45,53
AT1G62060,3,2,12,7
AT1G62070,5,0,9,9
AT1G62080,0,0,5,2
AT1G62085,70,10,56,110
AT1G62110,34,8,82,54
AT1G62120,42,4,35,46
AT1G62130,73,19,69,95
AT1G62150,36,9,54,41
AT1G62160,1,1,5,3
AT1G62170,110,33,65,47
AT1G62180,1300,184,336,286
AT1G62190,0,1,2,5
AT1G62200,211,61,290,309
AT1G62210,2,0,13,15
AT1G62220,0,0,4,9
AT1G62225,12,3,5,16
AT1G62240,0,0,0,10
AT1G62250,334,76,91,100
AT1G62260,18,1,11,19
AT1G62262,6,4,34,53
AT1G62270,1,1,13,18
AT1G62280,3,8,848,407
AT1G62290,274,41,25,29
AT1G62300,78,43,157,289
AT1G62305,63,41,69,112
AT1G62310,198,59,161,172
AT1G62320,15,16,107,76
AT1G62330,262,28,196,168
AT1G62333,8,1,15,12
AT1G62340,9,3,21,23
AT1G62350,17,1,22,18
AT1G62355,2,0,3,2
AT1G62360,108,19,10,43
AT1G62370,30,11,151,141
AT1G62380,961,320,2835,3245
AT1G62390,422,105,524,564
AT1G62400,109,6,27,119
AT1G62410,0,1,3,8
AT1G62420,4,3,10,17
AT1G62421,3,1,5,6
AT1G62422,77,39,186,250
AT1G62430,355,59,191,193
AT1G62440,10,1,58,49
AT1G62450,11,3,8,21
AT1G62480,829,233,2320,3095
AT1G62490,7,3,21,19
AT1G62500,397,45,17,40
AT1G62510,119,44,41,41
AT1G62515,3,0,10,0
AT1G62520,24,1,35,36
AT1G62530,12,4,14,18
AT1G62540,320,93,44,54
AT1G62560,734,102,56,64
AT1G62570,412,95,209,266
AT1G62580,14,5,24,10
AT1G62590,26,0,2,5
AT1G62600,192,33,159,229
AT1G62610,124,27,103,97
AT1G62620,56,12,14,38
AT1G62630,112,26,13,39
AT1G62640,181,32,321,260
AT1G62660,186,47,1252,1603
AT1G62670,40,11,45,77
AT1G62680,32,15,47,57
AT1G62690,5,0,4,8
AT1G62700,18,4,47,83
AT1G62710,885,194,174,162
AT1G62720,15,9,21,28
AT1G62730,72,22,71,86
AT1G62740,406,76,414,448
AT1G62750,1422,260,144,192
AT1G62760,18,25,12,96
AT1G62770,49,5,382,754
AT1G62780,486,167,10,31
AT1G62790,131,46,518,393
AT1G62800,218,45,340,227
AT1G62810,446,137,420,795
AT1G62820,114,31,146,144
AT1G62830,69,17,72,82
AT1G62840,12,0,99,83
AT1G62850,193,59,137,161
AT1G62870,69,8,83,87
AT1G62880,94,33,151,184
AT1G62886,0,0,0,4
AT1G62895,0,1,0,3
AT1G62900,3,0,3,0
AT1G62910,13,5,38,39
AT1G62914,2,4,6,15
AT1G62915,1,2,11,4
AT1G62920,4,2,5,15
AT1G62930,27,10,53,35
AT1G62935,7,1,15,21
AT1G62940,10,1,18,17
AT1G62950,64,27,158,176
AT1G62960,240,30,124,154
AT1G62970,99,17,170,161
AT1G62975,29,6,29,42
AT1G62978,0,0,0,0
AT1G62980,12,2,104,54
AT1G62981,202,229,148,202
AT1G62990,79,14,261,294
AT1G63000,380,65,329,211
AT1G63005,1,0,2,3
AT1G63010,545,161,483,672
AT1G63020,89,29,90,108
AT1G63030,4,1,16,28
AT1G63050,85,28,198,175
AT1G63055,8,4,16,45
AT1G63057,5,0,5,25
AT1G63060,2,3,7,17
AT1G63070,0,0,10,16
AT1G63080,41,5,34,66
AT1G63090,167,43,114,198
AT1G63100,50,22,99,131
AT1G63105,1,0,18,5
AT1G63110,285,53,347,324
AT1G63120,132,29,202,290
AT1G63130,63,12,49,88
AT1G63140,6,8,16,14
AT1G63150,12,12,10,24
AT1G63160,60,11,109,92
AT1G63170,167,36,205,174
AT1G63180,38,6,212,282
AT1G63190,8,0,9,14
AT1G63200,1,1,10,10
AT1G63205,3,0,5,7
AT1G63206,4,1,7,18
AT1G63210,8,0,16,51
AT1G63220,96,13,539,357
AT1G63230,26,8,23,44
AT1G63240,248,28,53,73
AT1G63245,11,8,30,30
AT1G63250,37,12,29,48
AT1G63260,62,17,63,64
AT1G63270,85,16,123,136
AT1G63280,0,0,2,5
AT1G63290,239,70,377,404
AT1G63295,19,9,92,226
AT1G63300,53,16,88,114
AT1G63310,45,5,139,79
AT1G63320,1,0,5,3
AT1G63330,18,9,25,20
AT1G63340,8,0,7,20
AT1G63350,80,25,180,224
AT1G63360,167,50,38,47
AT1G63370,0,0,20,7
AT1G63380,4,3,11,27
AT1G63390,1,1,1,0
AT1G63400,16,3,27,24
AT1G63410,6,1,364,306
AT1G63420,356,115,258,226
AT1G63430,180,41,241,247
AT1G63440,41,12,329,510
AT1G63450,14,9,116,73
AT1G63460,224,62,430,459
AT1G63470,184,33,135,175
AT1G63480,47,12,40,64
AT1G63490,136,40,193,209
AT1G63500,232,63,463,457
AT1G63510,0,0,0,1
AT1G63520,17,4,22,55
AT1G63522,0,0,7,4
AT1G63530,71,18,93,97
AT1G63535,0,0,0,4
AT1G63540,11,3,34,21
AT1G63550,15,1,36,43
AT1G63570,6,1,69,82
AT1G63580,6,3,62,128
AT1G63590,1,1,24,31
AT1G63600,4,2,30,21
AT1G63610,233,41,82,100
AT1G63615,6,2,0,15
AT1G63630,22,5,25,15
AT1G63640,111,24,173,170
AT1G63650,45,7,41,42
AT1G63660,133,38,259,202
AT1G63670,214,47,136,130
AT1G63680,175,48,77,84
AT1G63690,413,102,641,581
AT1G63700,157,56,194,195
AT1G63710,24,2,13,24
AT1G63720,79,66,254,404
AT1G63730,37,7,35,35
AT1G63740,60,9,112,111
AT1G63750,58,25,116,129
AT1G63770,1665,397,855,1084
AT1G63780,209,84,311,337
AT1G63790,0,0,0,0
AT1G63800,366,69,484,496
AT1G63810,93,17,90,97
AT1G63820,7,0,31,31
AT1G63830,469,93,474,477
AT1G63840,101,80,497,708
AT1G63850,135,29,89,103
AT1G63855,58,10,40,50
AT1G63860,136,32,75,84
AT1G63870,15,3,32,35
AT1G63880,539,118,98,103
AT1G63900,216,42,167,189
AT1G63910,7,3,23,11
AT1G63930,3,3,26,32
AT1G63940,666,106,1340,1107
AT1G63950,1,2,4,10
AT1G63960,4,3,12,9
AT1G63970,827,214,64,77
AT1G63980,560,123,493,548
AT1G63990,49,30,104,94
AT1G64000,3,0,11,26
AT1G64010,5,4,9,19
AT1G64020,1,0,0,5
AT1G64030,5,1,12,12
AT1G64040,475,103,899,1111
AT1G64050,119,31,197,177
AT1G64060,80,37,309,416
AT1G64065,17,26,31,66
AT1G64070,8,4,14,45
AT1G64080,90,21,64,69
AT1G64090,739,180,933,743
AT1G64100,31,5,32,43
AT1G64105,49,8,35,46
AT1G64107,4,4,2,11
AT1G64110,252,122,46,68
AT1G64120,1,0,0,0
AT1G64130,6,1,3,5
AT1G64140,480,125,578,530
AT1G64150,216,39,19,27
AT1G64160,5,0,233,2008
AT1G64170,75,14,72,79
AT1G64180,52,10,53,69
AT1G64185,26,7,61,43
AT1G64190,327,75,1502,1204
AT1G64195,4,3,3,3
AT1G64200,69,13,212,231
AT1G64210,14,4,24,33
AT1G64220,0,0,11,18
AT1G64230,3229,843,5387,7544
AT1G64235,1,3,6,7
AT1G64253,9,3,20,32
AT1G64255,12,2,24,31
AT1G64260,26,14,20,35
AT1G64280,229,83,281,454
AT1G64290,15,3,21,32
AT1G64295,7,6,36,14
AT1G64300,54,8,50,43
AT1G64310,8,1,10,18
AT1G64320,13,8,31,50
AT1G64330,164,49,161,158
AT1G64340,6,0,8,12
AT1G64350,196,36,164,206
AT1G64355,288,35,37,41
AT1G64360,195,76,11,16
AT1G64370,2741,553,997,1831
AT1G64380,54,7,38,44
AT1G64385,186,60,255,329
AT1G64390,880,143,607,361
AT1G64400,299,105,641,892
AT1G64405,35,14,28,67
AT1G64420,0,0,0,1
AT1G64430,294,53,57,82
AT1G64440,139,31,272,128
AT1G64450,24,2,20,38
AT1G64455,8,0,11,0
AT1G64460,125,26,377,385
AT1G64480,8,2,72,107
AT1G64490,69,13,95,119
AT1G64500,32,28,23,26
AT1G64510,1245,229,97,125
AT1G64520,765,136,758,871
AT1G64530,57,16,303,339
AT1G64540,7,0,17,21
AT1G64550,391,60,399,404
AT1G64561,17,5,17,24
AT1G64563,21,8,41,60
AT1G64570,52,25,76,95
AT1G64572,74,16,62,108
AT1G64580,43,12,28,45
AT1G64583,13,5,27,22
AT1G64584,5,0,2,2
AT1G64585,0,0,2,3
AT1G64590,9,2,127,89
AT1G64600,33,13,46,63
AT1G64610,67,26,118,126
AT1G64618,1,1,5,10
AT1G64620,70,17,112,130
AT1G64625,41,5,38,86
AT1G64630,135,33,196,237
AT1G64633,0,0,0,0
AT1G64640,113,25,206,97
AT1G64650,682,99,560,305
AT1G64660,419,111,833,2099
AT1G64670,92,16,33,36
AT1G64680,515,139,17,24
AT1G64690,34,12,66,52
AT1G64700,10,4,65,26
AT1G64710,434,98,19,46
AT1G64720,3936,613,1204,1161
AT1G64740,166,24,195,277
AT1G64750,488,157,874,791
AT1G64760,89,8,55,63
AT1G64770,528,103,113,158
AT1G64780,69,11,280,200
AT1G64790,419,89,421,532
AT1G64795,0,1,0,1
AT1G64800,1,1,14,12
AT1G64810,305,87,126,128
AT1G64820,7,2,34,32
AT1G64830,4,0,18,24
AT1G64840,76,19,109,123
AT1G64850,354,76,175,179
AT1G64860,926,201,45,67
AT1G64870,2,0,2,6
AT1G64880,242,56,215,201
AT1G64890,208,52,73,83
AT1G64900,318,120,17,38
AT1G64910,10,6,49,34
AT1G64920,8,2,51,42
AT1G64930,14,4,35,32
AT1G64940,20,5,43,76
AT1G64950,313,129,32,60
AT1G64960,103,28,91,111
AT1G64970,441,126,26,36
AT1G64980,180,29,166,109
AT1G64990,148,70,188,208
AT1G65000,43,24,112,112
AT1G65010,241,45,286,204
AT1G65020,221,45,277,230
AT1G65030,94,26,140,158
AT1G65032,54,17,46,70
AT1G65040,367,133,320,396
AT1G65050,2,6,2,14
AT1G65060,114,22,52,79
AT1G65070,116,27,63,86
AT1G65080,30,8,38,66
AT1G65090,10,2,14,25
AT1G65110,10,4,30,49
AT1G65113,1,0,5,9
AT1G65120,36,10,39,60
AT1G65130,20,7,42,48
AT1G65140,2,3,6,16
AT1G65150,73,13,39,25
AT1G65160,1,0,5,8
AT1G65165,0,0,2,4
AT1G65170,0,0,3,9
AT1G65180,13,3,62,64
AT1G65190,226,91,23,34
AT1G65200,6,2,23,26
AT1G65210,4,0,8,0
AT1G65220,355,114,458,569
AT1G65230,676,115,14,21
AT1G65240,11,7,25,21
AT1G65250,62,18,27,24
AT1G65260,2035,329,351,406
AT1G65270,450,110,408,501
AT1G65280,281,89,228,345
AT1G65290,914,191,1135,874
AT1G65295,100,38,173,167
AT1G65300,7,0,2,6
AT1G65310,15,2,367,89
AT1G65320,194,22,127,160
AT1G65330,7,1,13,15
AT1G65340,8,0,11,18
AT1G65342,5,0,3,5
AT1G65346,0,0,5,1
AT1G65349,1,0,0,7
AT1G65350,5,1,26,43
AT1G65352,1,0,2,3
AT1G65360,5,2,3,16
AT1G65370,607,166,195,212
AT1G65380,84,19,86,105
AT1G65390,9,6,17,36
AT1G65410,216,37,81,106
AT1G65420,73,19,37,30
AT1G65425,1,0,2,2
AT1G65430,225,50,150,235
AT1G65440,282,84,260,320
AT1G65450,60,11,36,57
AT1G65470,59,19,62,80
AT1G65480,5,3,5,12
AT1G65481,19,3,56,77
AT1G65483,20,18,15,44
AT1G65484,12,7,16,19
AT1G65486,28,10,45,68
AT1G65490,134,52,8,9
AT1G65500,66,53,70,180
AT1G65510,17,31,488,692
AT1G65520,33,8,150,185
AT1G65540,427,128,348,337
AT1G65541,0,1,0,0
AT1G65550,6,3,20,27
AT1G65560,55,14,51,81
AT1G65570,9,1,38,49
AT1G65580,273,80,334,373
AT1G65590,91,22,242,372
AT1G65610,23,18,150,151
AT1G65620,43,12,40,45
AT1G65630,13,1,21,33
AT1G65640,10,5,8,27
AT1G65650,193,49,233,212
AT1G65660,338,95,243,330
AT1G65670,13,4,16,29
AT1G65680,7,7,162,170
AT1G65681,1,0,7,4
AT1G65690,81,164,172,329
AT1G65700,105,34,133,110
AT1G65710,8,5,35,16
AT1G65720,895,230,1335,1349
AT1G65730,30,10,89,114
AT1G65735,1,0,0,0
AT1G65740,6,4,3,14
AT1G65760,8,0,9,13
AT1G65770,2,1,7,13
AT1G65780,13,2,35,38
AT1G65790,195,59,31,23
AT1G65800,551,144,33,34
AT1G65810,24,7,69,82
AT1G65820,711,234,707,936
AT1G65830,0,0,0,0
AT1G65840,153,38,325,215
AT1G65845,43,25,800,918
AT1G65850,9,5,104,119
AT1G65860,297,55,25,34
AT1G65870,19,9,17,26
AT1G65880,9,0,28,27
AT1G65890,74,14,13,20
AT1G65900,173,31,64,35
AT1G65910,17,3,58,55
AT1G65920,61,26,43,65
AT1G65930,1686,264,4858,3980
AT1G65950,126,31,76,161
AT1G65960,4793,619,1942,2119
AT1G65970,4,31,5654,5074
AT1G65980,1869,421,2133,2572
AT1G65985,14,4,225,237
AT1G65990,5,0,9,30
AT1G66000,5,0,7,8
AT1G66020,16,3,125,65
AT1G66030,5,1,10,9
AT1G66040,7,2,4,15
AT1G66045,2,0,4,4
AT1G66050,4,2,21,28
AT1G66060,8,5,23,24
AT1G66070,137,53,225,139
AT1G66080,45,10,25,33
AT1G66090,48,43,19,35
AT1G66100,39,4,14,10
AT1G66110,7,0,16,14
AT1G66120,5,1,32,19
AT1G66130,172,28,25,34
AT1G66140,172,36,499,470
AT1G66145,1,0,2,1
AT1G66150,351,44,238,133
AT1G66160,18,12,90,61
AT1G66170,19,0,30,39
AT1G66173,14,11,78,91
AT1G66180,263,53,833,754
AT1G66190,20,8,66,80
AT1G66200,1646,365,7254,6028
AT1G66210,14,2,22,30
AT1G66220,25,5,72,88
AT1G66230,15,3,36,29
AT1G66235,4,3,6,12
AT1G66240,1022,272,1088,1457
AT1G66245,4,3,4,14
AT1G66250,92,19,125,76
AT1G66260,422,119,622,659
AT1G66270,49,10,3279,2056
AT1G66280,34,13,3460,5655
AT1G66290,3,0,13,22
AT1G66300,5,3,13,9
AT1G66310,11,0,10,13
AT1G66320,1,0,13,9
AT1G66330,318,100,90,163
AT1G66340,148,40,209,292
AT1G66345,13,6,15,20
AT1G66350,110,14,53,74
AT1G66360,3,2,4,18
AT1G66370,21,6,3,8
AT1G66380,24,8,9,14
AT1G66390,76,78,7,12
AT1G66400,20,17,55,40
AT1G66410,1966,509,2147,2138
AT1G66420,6,4,9,21
AT1G66430,699,90,153,118
AT1G66440,18,1,170,154
AT1G66450,28,10,70,75
AT1G66460,10,6,28,42
AT1G66465,20,29,30,44
AT1G66470,9,2,46,33
AT1G66480,39,5,116,175
AT1G66490,1,2,17,8
AT1G66500,78,19,98,93
AT1G66510,67,8,35,60
AT1G66520,49,18,42,61
AT1G66530,165,25,221,191
AT1G66540,24,11,22,47
AT1G66550,9,0,9,9
AT1G66560,7,4,22,5
AT1G66570,11,1,14,11
AT1G66580,978,370,2169,1717
AT1G66590,210,90,87,234
AT1G66600,3,6,37,32
AT1G66610,3,1,12,13
AT1G66620,32,1,40,54
AT1G66630,10,3,10,9
AT1G66640,5,1,5,11
AT1G66650,12,4,4,22
AT1G66660,57,15,31,67
AT1G66670,990,134,224,159
AT1G66680,235,70,396,469
AT1G66690,7,2,27,50
AT1G66700,23,77,26,234
AT1G66720,4,2,7,12
AT1G66725,12,8,2,2
AT1G66730,97,28,163,173
AT1G66740,122,26,202,215
AT1G66750,113,35,70,103
AT1G66760,53,29,139,162
AT1G66770,3,4,3,13
AT1G66780,5,1,34,39
AT1G66783,0,0,0,3
AT1G66795,0,0,1,0
AT1G66800,2,1,20,32
AT1G66810,20,3,38,32
AT1G66820,63,9,27,42
AT1G66830,61,16,43,53
AT1G66840,74,24,36,30
AT1G66850,1,3,4,7
AT1G66852,3,0,3,0
AT1G66855,3,0,2,3
AT1G66860,10,3,20,27
AT1G66870,11,2,22,75
AT1G66880,348,125,172,230
AT1G66890,62,19,82,101
AT1G66900,277,55,116,140
AT1G66910,85,14,11,18
AT1G66920,116,44,25,23
AT1G66930,42,19,94,128
AT1G66940,129,22,10,25
AT1G66950,15,3,45,69
AT1G66960,68,51,24,45
AT1G66970,1987,435,49,71
AT1G66980,592,127,40,66
AT1G67000,27,20,54,100
AT1G67020,6,4,34,26
AT1G67025,16,8,23,14
AT1G67030,23,5,464,421
AT1G67035,6,4,6,19
AT1G67040,70,10,32,66
AT1G67050,294,52,105,93
AT1G67060,99,26,260,221
AT1G67070,40,27,44,54
AT1G67080,306,64,230,199
AT1G67090,66308,9635,26,22
AT1G67100,2,1,3,15
AT1G67105,27,6,209,231
AT1G67110,16,1,425,236
AT1G67120,179,51,363,489
AT1G67130,3,1,17,16
AT1G67140,236,34,274,283
AT1G67148,4,3,452,622
AT1G67150,9,5,201,227
AT1G67160,6,0,15,8
AT1G67170,108,25,118,136
AT1G67180,19,8,38,45
AT1G67190,85,24,104,168
AT1G67195,20,4,17,6
AT1G67210,39,10,78,65
AT1G67220,10,3,32,39
AT1G67230,366,76,508,731
AT1G67235,2,0,4,8
AT1G67238,1,1,2,3
AT1G67250,206,39,326,253
AT1G67260,81,31,33,29
AT1G67265,49,14,11,11
AT1G67270,16,1,33,38
AT1G67280,1410,325,342,355
AT1G67290,16,11,21,39
AT1G67300,553,112,230,271
AT1G67310,183,38,152,162
AT1G67320,87,18,98,76
AT1G67325,134,36,249,289
AT1G67328,48,22,594,499
AT1G67330,0,0,45,78
AT1G67340,102,35,202,305
AT1G67350,617,141,685,668
AT1G67360,751,295,143,94
AT1G67365,128,32,52,98
AT1G67370,22,5,16,30
AT1G67390,11,2,16,24
AT1G67400,58,11,47,26
AT1G67410,92,18,78,111
AT1G67420,54,9,87,121
AT1G67430,2928,810,4161,4226
AT1G67440,145,24,60,54
AT1G67450,7,1,19,11
AT1G67455,2,3,7,14
AT1G67460,7,3,25,21
AT1G67470,43,23,36,59
AT1G67480,265,60,800,1445
AT1G67481,0,0,2,1
AT1G67490,132,39,135,149
AT1G67500,155,42,207,300
AT1G67510,97,10,110,98
AT1G67520,25,16,84,76
AT1G67530,87,34,166,230
AT1G67540,7,1,14,9
AT1G67550,143,44,121,172
AT1G67560,205,38,185,271
AT1G67570,74,9,140,107
AT1G67580,168,53,348,386
AT1G67590,81,12,86,67
AT1G67600,11,6,32,56
AT1G67620,88,33,125,81
AT1G67623,6,4,16,9
AT1G67630,43,5,79,60
AT1G67635,2,6,9,15
AT1G67640,4,3,10,26
AT1G67650,28,12,97,69
AT1G67660,226,56,93,100
AT1G67670,2,0,9,7
AT1G67680,371,73,408,460
AT1G67690,44,12,45,86
AT1G67700,1463,142,149,122
AT1G67710,100,12,392,342
AT1G67720,127,26,211,193
AT1G67730,452,154,845,622
AT1G67740,3789,430,6,29
AT1G67750,329,29,114,182
AT1G67760,15,5,10,16
AT1G67770,3,2,20,26
AT1G67775,3,2,15,2
AT1G67780,16,5,27,41
AT1G67785,376,80,310,302
AT1G67790,14,0,21,22
AT1G67792,64,18,92,142
AT1G67800,160,35,300,407
AT1G67810,42,33,86,109
AT1G67820,62,14,51,49
AT1G67830,139,24,44,43
AT1G67840,439,80,78,62
AT1G67850,204,64,77,98
AT1G67855,0,0,0,2
AT1G67856,37,22,34,22
AT1G67860,345,81,31,38
AT1G67865,491,263,406,479
AT1G67870,1320,176,2361,2845
AT1G67880,115,23,139,125
AT1G67890,188,44,182,192
AT1G67900,318,67,150,251
AT1G67910,54,12,123,56
AT1G67920,65,62,104,80
AT1G67930,162,30,155,156
AT1G67940,130,37,274,275
AT1G67950,166,18,99,77
AT1G67960,127,23,120,126
AT1G67970,292,83,78,132
AT1G67980,45,40,171,471
AT1G67990,1,2,9,9
AT1G68000,317,81,524,565
AT1G68010,2313,364,24,35
AT1G68020,182,25,181,203
AT1G68030,15,3,20,14
AT1G68040,7,0,57,39
AT1G68050,297,38,137,197
AT1G68060,293,64,346,226
AT1G68070,205,52,337,327
AT1G68080,67,13,71,67
AT1G68090,4,6,11,13
AT1G68100,139,38,179,235
AT1G68110,13,2,11,24
AT1G68120,3,1,8,17
AT1G68130,123,23,50,74
AT1G68140,306,90,567,551
AT1G68150,9,0,219,458
AT1G68160,112,25,148,116
AT1G68170,7,4,17,30
AT1G68180,6,1,29,13
AT1G68185,105,13,93,80
AT1G68190,242,26,25,36
AT1G68200,24,6,36,49
AT1G68210,14,3,17,28
AT1G68220,313,56,347,387
AT1G68230,56,8,208,113
AT1G68238,28,5,159,107
AT1G68240,11,0,17,10
AT1G68250,9,1,11,11
AT1G68260,156,23,68,68
AT1G68270,15,1,18,45
AT1G68280,2,0,6,9
AT1G68290,11,11,33,25
AT1G68300,280,69,520,412
AT1G68310,242,86,222,346
AT1G68320,10,6,7,14
AT1G68325,2,0,7,4
AT1G68330,45,6,56,53
AT1G68340,48,12,71,46
AT1G68350,3,0,16,11
AT1G68360,24,5,108,97
AT1G68370,183,54,291,252
AT1G68380,6,3,12,18
AT1G68390,12,10,29,36
AT1G68400,45,7,55,53
AT1G68410,92,29,117,172
AT1G68420,3,1,15,11
AT1G68430,24,9,41,26
AT1G68440,119,63,606,641
AT1G68450,8,10,123,174
AT1G68460,12,4,15,24
AT1G68470,144,19,53,93
AT1G68480,17,4,21,26
AT1G68490,533,206,441,411
AT1G68500,40,16,4,18
AT1G68510,3,1,32,27
AT1G68520,2573,262,44,39
AT1G68526,2,1,1,6
AT1G68530,1683,260,40,54
AT1G68540,85,15,52,73
AT1G68550,220,67,181,198
AT1G68560,1105,184,403,255
AT1G68568,2,7,5,9
AT1G68570,406,164,75,50
AT1G68580,269,72,316,533
AT1G68585,114,31,51,64
AT1G68590,1202,170,31,54
AT1G68600,976,142,24,36
AT1G68610,5,0,11,5
AT1G68620,32,80,30,118
AT1G68630,18,13,23,25
AT1G68640,11,6,16,32
AT1G68650,101,24,224,184
AT1G68660,610,154,130,151
AT1G68670,447,95,539,557
AT1G68680,135,38,227,143
AT1G68690,49,15,130,146
AT1G68700,4,2,27,38
AT1G68710,144,31,510,340
AT1G68720,240,41,201,215
AT1G68723,4,1,5,28
AT1G68725,14,3,39,48
AT1G68730,60,17,38,63
AT1G68740,116,32,303,246
AT1G68750,9,2,39,44
AT1G68760,126,23,88,106
AT1G68765,6,12,12,11
AT1G68770,0,0,0,0
AT1G68780,71,6,24,38
AT1G68790,359,89,245,306
AT1G68795,34,7,40,47
AT1G68800,51,21,56,79
AT1G68810,75,13,181,175
AT1G68820,377,115,490,742
AT1G68825,3,3,29,12
AT1G68830,910,212,69,97
AT1G68840,529,99,304,418
AT1G68845,2,0,1,8
AT1G68850,11,3,70,69
AT1G68860,0,0,0,0
AT1G68862,39,11,37,83
AT1G68870,24,8,23,12
AT1G68872,15,6,20,41
AT1G68875,3,2,8,9
AT1G68877,0,0,0,5
AT1G68880,8,7,95,181
AT1G68890,208,63,68,73
AT1G68905,1,0,2,3
AT1G68907,0,0,10,9
AT1G68910,140,37,162,173
AT1G68920,105,27,163,171
AT1G68930,28,5,46,60
AT1G68935,0,0,10,0
AT1G68937,0,0,0,0
AT1G68940,17,9,20,7
AT1G68945,106,21,120,97
AT1G68950,0,0,0,0
AT1G68960,2,1,12,7
AT1G68970,0,0,0,0
AT1G68980,22,4,38,48
AT1G68990,179,37,274,325
AT1G69000,0,0,0,0
AT1G69010,151,30,195,162
AT1G69020,46,11,56,56
AT1G69030,103,14,80,74
AT1G69040,261,38,196,183
AT1G69050,10,4,26,46
AT1G69060,86,38,135,146
AT1G69070,229,60,266,255
AT1G69080,44,13,69,55
AT1G69085,6,1,17,17
AT1G69090,7,4,19,21
AT1G69100,3,3,6,20
AT1G69120,14,11,27,16
AT1G69130,0,0,0,0
AT1G69150,16,8,58,59
AT1G69160,87,16,202,142
AT1G69170,101,25,144,177
AT1G69180,3,4,11,14
AT1G69190,5,5,19,18
AT1G69200,113,24,27,40
AT1G69210,51,18,51,40
AT1G69220,229,33,311,362
AT1G69230,36,10,41,72
AT1G69240,12,0,54,44
AT1G69250,176,55,282,280
AT1G69252,900,340,1679,1702
AT1G69260,126,38,84,156
AT1G69270,185,45,153,158
AT1G69280,84,26,76,111
AT1G69290,7,4,18,19
AT1G69295,709,136,334,315
AT1G69300,2,0,0,0
AT1G69310,111,32,50,155
AT1G69320,5,0,3,14
AT1G69325,11,1,36,31
AT1G69330,82,18,128,80
AT1G69340,384,111,405,459
AT1G69350,21,5,27,45
AT1G69360,146,42,253,290
AT1G69370,126,38,125,185
AT1G69380,82,18,54,67
AT1G69390,465,98,130,154
AT1G69400,36,9,60,47
AT1G69410,1111,320,1168,1222
AT1G69420,277,56,238,248
AT1G69430,12,4,15,21
AT1G69440,143,26,231,146
AT1G69450,335,119,846,837
AT1G69460,541,123,575,465
AT1G69470,1,0,1,5
AT1G69480,30,29,39,84
AT1G69485,11,4,12,22
AT1G69490,372,168,278,1815
AT1G69500,7,4,30,22
AT1G69510,908,135,978,1147
AT1G69520,32,13,57,54
AT1G69523,61,15,25,42
AT1G69526,35,9,186,201
AT1G69530,387,219,82,230
AT1G69540,20,9,21,17
AT1G69550,213,41,61,76
AT1G69560,8,1,19,14
AT1G69570,45,18,56,72
AT1G69572,28,13,14,30
AT1G69580,116,35,185,157
AT1G69587,77,18,93,90
AT1G69588,2,0,9,12
AT1G69600,9,6,11,25
AT1G69610,79,40,38,39
AT1G69620,1556,328,2692,2112
AT1G69630,10,1,16,21
AT1G69640,378,126,336,381
AT1G69650,2,2,3,11
AT1G69660,3,2,6,5
AT1G69670,121,16,158,185
AT1G69680,109,24,63,76
AT1G69690,212,47,73,45
AT1G69700,236,65,126,146
AT1G69710,19,5,31,48
AT1G69720,158,42,14,13
AT1G69730,192,71,26,39
AT1G69740,616,118,330,294
AT1G69750,131,27,176,109
AT1G69760,173,52,161,184
AT1G69770,77,25,109,82
AT1G69780,239,43,93,76
AT1G69790,43,14,77,82
AT1G69792,0,0,0,2
AT1G69795,0,0,2,3
AT1G69797,0,0,0,2
AT1G69800,120,23,120,123
AT1G69810,25,11,320,476
AT1G69818,11,3,12,18
AT1G69820,3,1,18,11
AT1G69825,1,0,0,4
AT1G69828,3,0,2,4
AT1G69830,980,140,97,130
AT1G69840,475,142,142,187
AT1G69850,390,61,855,1344
AT1G69860,11,1,13,18
AT1G69870,787,294,19,39
AT1G69880,107,17,32,53
AT1G69890,159,58,337,671
AT1G69900,14,2,115,144
AT1G69910,84,24,71,101
AT1G69920,7,0,29,91
AT1G69930,9,27,13,41
AT1G69935,148,56,41,48
AT1G69940,9,1,21,18
AT1G69960,231,58,424,481
AT1G69970,27,11,51,63
AT1G69980,204,54,275,230
AT1G69990,8,4,25,17
AT1G70000,115,52,144,222
AT1G70020,13,2,6,8
AT1G70030,3,3,16,13
