gene_id,SRX028958_spl7_suf,SRX028959_spl7_def,SRX028962_spl7_suf,SRX028963_spl7_def
AT3G57787,3,0,0,3
AT3G57790,85,25,101,136
AT3G57800,160,28,36,56
AT3G57810,122,43,71,77
AT3G57830,35,6,56,45
AT3G57840,8,0,0,2
AT3G57850,2,1,2,5
AT3G57860,31,4,36,32
AT3G57870,676,122,1171,1186
AT3G57880,160,49,272,335
AT3G57890,449,125,300,356
AT3G57900,0,0,1,6
AT3G57910,70,28,137,141
AT3G57920,0,0,22,2
AT3G57930,151,33,190,188
AT3G57940,72,26,95,118
AT3G57950,20,10,42,21
AT3G57960,1,2,7,6
AT3G57965,101,17,83,79
AT3G57970,0,0,0,0
AT3G57980,29,11,63,56
AT3G57990,267,49,202,194
AT3G58000,17,4,48,31
AT3G58010,333,67,85,157
AT3G58020,69,24,125,105
AT3G58030,148,55,254,305
AT3G58035,0,0,3,0
AT3G58040,245,66,313,337
AT3G58050,202,39,294,362
AT3G58060,10,3,24,24
AT3G58070,63,12,8,15
AT3G58090,40,3,31,38
AT3G58100,38,10,47,25
AT3G58110,227,65,209,262
AT3G58120,61,7,177,80
AT3G58130,67,23,103,85
AT3G58140,532,105,154,216
AT3G58150,7,13,9,20
AT3G58160,93,27,69,85
AT3G58165,0,0,0,0
AT3G58170,358,88,306,261
AT3G58180,157,31,168,181
AT3G58190,3,2,34,62
AT3G58193,3,0,6,1
AT3G58196,2,0,1,0
AT3G58200,28,5,53,44
AT3G58210,8,2,6,19
AT3G58220,145,24,162,153
AT3G58230,1,0,5,2
AT3G58240,8,3,4,6
AT3G58250,5,2,17,21
AT3G58260,6,0,14,15
AT3G58270,83,19,32,69
AT3G58280,3,1,3,8
AT3G58290,10,1,19,11
AT3G58300,3,0,6,8
AT3G58310,4,1,18,14
AT3G58320,3,0,6,8
AT3G58330,4,0,8,5
AT3G58340,4,4,17,17
AT3G58350,24,5,70,41
AT3G58360,7,3,6,22
AT3G58370,6,3,11,12
AT3G58380,17,2,21,22
AT3G58390,5,1,14,10
AT3G58400,2,0,4,8
AT3G58410,1,0,20,13
AT3G58415,4,3,7,5
AT3G58420,4,1,10,18
AT3G58430,34,5,16,26
AT3G58440,15,2,18,32
AT3G58450,2,0,2,11
AT3G58460,266,34,312,364
AT3G58470,68,7,127,121
AT3G58480,10,4,17,39
AT3G58490,238,62,531,673
AT3G58500,943,219,1786,2074
AT3G58510,351,82,478,506
AT3G58520,29,11,45,49
AT3G58530,107,43,140,116
AT3G58540,9,8,10,9
AT3G58550,23,4,172,271
AT3G58560,402,120,357,421
AT3G58570,301,61,173,260
AT3G58580,157,51,158,173
AT3G58585,0,0,0,2
AT3G58590,12,4,29,44
AT3G58600,232,65,303,327
AT3G58610,1541,261,1905,1466
AT3G58620,59,19,47,88
AT3G58630,86,17,105,101
AT3G58640,414,136,457,439
AT3G58650,39,11,73,77
AT3G58660,134,34,213,234
AT3G58670,204,77,298,357
AT3G58680,1164,294,1182,1531
AT3G58690,87,11,34,72
AT3G58700,329,88,565,588
AT3G58710,56,13,290,243
AT3G58720,70,11,62,54
AT3G58730,1323,260,934,717
AT3G58740,1,0,9,22
AT3G58750,348,89,341,519
AT3G58760,198,49,209,184
AT3G58770,21,7,17,27
AT3G58780,119,34,148,273
AT3G58790,151,31,53,54
AT3G58795,11,4,12,11
AT3G58800,45,2,27,24
AT3G58810,40,16,408,437
AT3G58820,33,9,42,39
AT3G58830,154,48,102,76
AT3G58840,98,30,164,168
AT3G58850,26,8,20,44
AT3G58860,5,0,10,24
AT3G58875,7,0,3,5
AT3G58877,3,0,2,0
AT3G58880,1,1,13,16
AT3G58890,3,1,3,5
AT3G58900,68,19,102,122
AT3G58910,1,2,6,12
AT3G58920,13,4,11,20
AT3G58930,57,17,84,87
AT3G58940,27,7,32,44
AT3G58950,0,0,13,24
AT3G58960,4,1,18,20
AT3G58970,227,49,154,213
AT3G58980,52,6,61,42
AT3G58990,430,50,657,451
AT3G59000,41,13,38,70
AT3G59010,102,35,29,31
AT3G59020,211,82,319,355
AT3G59030,18,1,35,27
AT3G59040,201,22,70,83
AT3G59050,282,49,187,187
AT3G59060,943,172,29,45
AT3G59068,20,2,20,31
AT3G59070,10,1,17,21
AT3G59080,97,12,117,130
AT3G59090,191,43,220,244
AT3G59100,146,18,398,394
AT3G59110,201,27,160,174
AT3G59120,10,5,41,44
AT3G59130,4,0,30,25
AT3G59140,94,34,57,75
AT3G59150,68,16,89,86
AT3G59160,9,4,16,6
AT3G59170,6,1,14,13
AT3G59180,10,3,24,34
AT3G59190,15,2,36,40
AT3G59200,6,2,51,29
AT3G59210,260,67,377,490
AT3G59220,9,1,163,83
AT3G59230,14,3,11,38
AT3G59240,6,2,16,11
AT3G59245,1,1,2,0
AT3G59250,8,1,10,14
AT3G59260,0,0,8,5
AT3G59270,7,4,9,17
AT3G59280,323,167,272,379
AT3G59290,133,31,104,168
AT3G59295,2,0,0,2
AT3G59300,348,92,189,192
AT3G59310,199,38,79,108
AT3G59320,194,48,373,371
AT3G59330,52,6,46,55
AT3G59340,6,1,36,39
AT3G59350,278,58,385,391
AT3G59360,262,78,332,410
AT3G59370,3,2,337,107
AT3G59380,250,44,295,325
AT3G59390,49,10,44,65
AT3G59400,697,107,19,23
AT3G59410,229,77,109,233
AT3G59415,0,0,4,0
AT3G59420,53,12,67,66
AT3G59430,41,8,77,67
AT3G59435,7,0,14,17
AT3G59440,0,0,19,11
AT3G59450,8,0,6,5
AT3G59455,3,1,15,7
AT3G59460,3,0,4,5
AT3G59470,76,17,98,102
AT3G59480,8,1,260,148
AT3G59490,165,36,84,74
AT3G59500,209,76,220,205
AT3G59510,16,0,16,25
AT3G59520,45,12,59,58
AT3G59530,36,11,69,50
AT3G59540,966,301,1778,1563
AT3G59550,26,2,21,38
AT3G59570,88,22,134,136
AT3G59580,32,7,21,43
AT3G59590,6,7,7,13
AT3G59600,369,84,302,388
AT3G59610,8,5,15,34
AT3G59620,4,2,40,38
AT3G59630,69,14,83,100
AT3G59640,106,32,133,167
AT3G59650,75,14,113,110
AT3G59660,284,95,423,449
AT3G59670,62,23,138,204
AT3G59680,29,1,169,115
AT3G59690,63,23,346,419
AT3G59695,6,5,180,53
AT3G59700,37,21,92,152
AT3G59710,24,3,21,30
AT3G59730,9,1,8,14
AT3G59740,6,2,16,21
AT3G59750,9,2,32,34
AT3G59760,393,92,417,372
AT3G59765,50,4,79,57
AT3G59770,367,78,529,749
AT3G59780,1252,167,113,105
AT3G59790,8,4,6,20
AT3G59800,127,30,101,126
AT3G59810,189,54,132,158
AT3G59820,245,73,153,156
AT3G59830,21,5,31,31
AT3G59840,75,11,88,76
AT3G59845,11,2,10,42
AT3G59850,6,3,41,22
AT3G59870,193,39,88,101
AT3G59880,16,3,20,20
AT3G59884,3,0,0,1
AT3G59890,55,11,79,84
AT3G59900,22,8,16,165
AT3G59910,241,86,336,282
AT3G59920,1237,277,1600,1318
AT3G59923,0,0,0,0
AT3G59926,0,0,0,0
AT3G59930,15,4,330,361
AT3G59940,923,115,201,336
AT3G59950,270,76,312,386
AT3G59960,2,1,22,17
AT3G59970,1132,151,853,601
AT3G59980,446,81,220,166
AT3G59990,766,174,804,933
AT3G60000,13,1,22,11
AT3G60010,1,1,9,16
AT3G60020,3,0,10,6
AT3G60030,455,79,525,690
AT3G60040,38,6,50,35
AT3G60050,34,7,38,67
AT3G60060,1,0,8,8
AT3G60070,72,18,269,260
AT3G60075,0,0,0,1
AT3G60080,166,45,252,177
AT3G60090,8,1,25,39
AT3G60100,25,17,96,88
AT3G60110,80,58,84,81
AT3G60120,17,4,11,45
AT3G60130,110,89,186,284
AT3G60140,136,282,53,1261
AT3G60150,35,13,21,60
AT3G60160,149,44,125,168
AT3G60176,4,0,24,13
AT3G60180,159,49,122,136
AT3G60190,584,152,432,539
AT3G60200,75,7,109,166
AT3G60210,257,53,185,197
AT3G60220,25,4,59,40
AT3G60238,2,1,14,9
AT3G60240,516,147,427,494
AT3G60245,1023,222,1501,1300
AT3G60250,370,91,619,565
AT3G60260,106,35,123,170
AT3G60270,10,1,173,109
AT3G60280,8,2,34,47
AT3G60286,32,5,34,49
AT3G60290,24,4,17,24
AT3G60300,605,120,879,1386
AT3G60310,56,12,63,97
AT3G60320,395,49,228,296
AT3G60328,1,0,0,1
AT3G60330,22,7,196,152
AT3G60340,553,123,358,507
AT3G60350,183,52,163,173
AT3G60360,89,29,98,109
AT3G60370,215,42,77,105
AT3G60380,168,23,181,139
AT3G60390,109,8,27,35
AT3G60400,62,17,48,79
AT3G60410,214,49,214,263
AT3G60415,409,304,22,56
AT3G60420,8,6,15,22
AT3G60440,198,44,143,129
AT3G60450,159,62,348,471
AT3G60460,1,0,9,13
AT3G60470,12,8,64,39
AT3G60480,131,45,72,131
AT3G60490,19,5,118,120
AT3G60500,160,41,150,148
AT3G60510,102,16,75,145
AT3G60520,259,82,112,131
AT3G60530,353,35,208,191
AT3G60540,42,23,24,47
AT3G60550,9,5,109,106
AT3G60560,0,0,2,0
AT3G60570,6,2,8,9
AT3G60580,32,6,34,24
AT3G60590,186,50,109,184
AT3G60600,926,197,2349,2274
AT3G60620,118,27,81,67
AT3G60630,157,39,114,126
AT3G60640,101,38,168,183
AT3G60650,8,2,12,8
AT3G60660,32,6,36,42
AT3G60670,23,4,14,21
AT3G60680,60,15,159,131
AT3G60690,155,93,390,320
AT3G60700,6,3,60,16
AT3G60710,11,0,8,14
AT3G60720,27,6,110,134
AT3G60730,12,2,15,25
AT3G60740,167,26,224,182
AT3G60750,6521,1002,2349,1641
AT3G60760,2,1,5,1
AT3G60770,1658,366,2354,2140
AT3G60780,6,0,6,7
AT3G60790,8,0,11,16
AT3G60800,205,61,138,170
AT3G60805,0,0,0,0
AT3G60810,240,57,133,102
AT3G60820,1082,218,1122,813
AT3G60830,135,33,105,126
AT3G60840,35,7,78,84
AT3G60850,106,32,143,237
AT3G60860,258,62,444,528
AT3G60870,4,1,16,24
AT3G60880,127,36,192,167
AT3G60890,13,7,20,17
AT3G60900,33,3,38,51
AT3G60910,118,48,155,147
AT3G60920,32,16,69,78
AT3G60940,8,3,10,18
AT3G60950,11,1,12,28
AT3G60960,20,4,37,36
AT3G60961,22,0,5,42
AT3G60966,20,22,9,12
AT3G60970,2,10,20,39
AT3G60972,0,0,3,4
AT3G60975,0,0,5,0
AT3G60980,108,32,69,89
AT3G60990,0,0,20,28
AT3G61010,259,54,401,410
AT3G61028,3,2,4,14
AT3G61030,0,0,6,6
AT3G61035,10,5,19,20
AT3G61040,7,1,9,14
AT3G61050,611,137,358,474
AT3G61060,139,19,706,447
AT3G61070,290,64,502,748
AT3G61080,242,31,26,20
AT3G61090,5,0,9,12
AT3G61100,34,5,40,52
AT3G61105,0,0,0,0
AT3G61110,732,265,1179,1052
AT3G61111,2,1,1,4
AT3G61113,22,11,12,16
AT3G61117,0,0,0,0
AT3G61118,4,0,11,6
AT3G61120,37,14,34,51
AT3G61130,530,90,339,295
AT3G61140,153,43,125,169
AT3G61150,213,41,54,74
AT3G61160,78,16,100,162
AT3G61170,12,3,47,33
AT3G61172,0,0,1,5
AT3G61175,0,0,2,1
AT3G61177,6,0,3,5
AT3G61180,284,89,351,366
AT3G61182,0,1,1,2
AT3G61190,746,393,979,758
AT3G61198,10,9,85,47
AT3G61200,452,123,251,289
AT3G61210,290,61,97,122
AT3G61220,463,140,26,24
AT3G61230,2,2,7,6
AT3G61240,378,82,488,473
AT3G61250,30,11,16,35
AT3G61260,861,160,1057,1083
AT3G61270,21,5,122,113
AT3G61280,300,125,35,60
AT3G61290,6,1,19,30
AT3G61300,6,1,18,0
AT3G61310,151,30,119,123
AT3G61320,99,22,38,51
AT3G61340,4,2,10,12
AT3G61350,45,13,107,79
AT3G61360,14,7,29,35
AT3G61370,32,15,62,68
AT3G61380,110,18,192,203
AT3G61390,16,8,62,73
AT3G61400,7,1,74,88
AT3G61410,21,4,142,125
AT3G61415,94,31,94,116
AT3G61420,265,72,498,526
AT3G61430,1382,219,18029,12580
AT3G61440,2959,990,1273,1786
AT3G61450,10,5,33,36
AT3G61460,822,147,259,263
AT3G61470,18279,2011,24,29
AT3G61480,248,67,297,233
AT3G61490,121,13,75,78
AT3G61500,6,1,7,7
AT3G61510,13,1,18,33
AT3G61520,85,4,8,55
AT3G61530,146,44,131,180
AT3G61540,277,60,284,229
AT3G61545,0,0,0,0
AT3G61550,47,7,14,13
AT3G61560,112,37,173,127
AT3G61570,137,38,135,211
AT3G61571,0,0,5,0
AT3G61580,1636,320,707,690
AT3G61590,85,12,100,96
AT3G61600,644,97,729,802
AT3G61610,59,7,63,67
AT3G61620,139,25,146,123
AT3G61630,113,44,181,213
AT3G61640,121,46,188,114
AT3G61650,147,12,98,101
AT3G61660,4,0,14,10
AT3G61670,92,22,141,118
AT3G61680,22,6,59,98
AT3G61690,267,66,229,306
AT3G61700,275,89,44,59
AT3G61710,208,59,195,228
AT3G61715,0,0,0,0
AT3G61720,4,3,33,25
AT3G61723,0,1,4,6
AT3G61730,5,0,22,7
AT3G61740,85,26,116,108
AT3G61750,54,15,82,84
AT3G61755,0,0,0,0
AT3G61760,24,6,45,45
AT3G61770,175,37,95,76
AT3G61780,157,27,72,86
AT3G61790,171,36,232,388
AT3G61800,93,27,132,159
AT3G61810,0,0,3,0
AT3G61820,300,30,219,246
AT3G61825,0,0,0,0
AT3G61826,1,0,0,1
AT3G61829,0,0,0,0
AT3G61830,163,39,239,213
AT3G61840,20,3,10,18
AT3G61850,117,27,576,827
AT3G61860,403,115,606,704
AT3G61870,1228,229,17,21
AT3G61880,65,15,28,30
AT3G61890,389,285,52,98
AT3G61897,0,0,0,0
AT3G61898,11,9,10,21
AT3G61900,21,2,3,10
AT3G61910,1,5,14,11
AT3G61920,14,3,8,11
AT3G61930,14,7,17,55
AT3G61940,7,2,15,18
AT3G61950,38,6,18,43
AT3G61960,250,63,206,292
AT3G61962,2,0,1,0
AT3G61970,40,7,42,48
AT3G61980,118,26,148,155
AT3G61990,130,57,599,692
AT3G62000,73,12,29,44
AT3G62010,425,106,209,379
AT3G62020,63,7,172,260
AT3G62030,3902,554,514,382
AT3G62040,29,4,2498,1104
AT3G62050,13,4,36,26
AT3G62060,60,19,76,53
AT3G62070,37,8,23,41
AT3G62080,74,14,67,89
AT3G62090,188,45,68,111
AT3G62100,10,9,12,39
AT3G62110,205,63,140,137
AT3G62120,610,150,998,855
AT3G62130,251,37,244,256
AT3G62140,109,29,93,124
AT3G62150,47,22,222,350
AT3G62160,12,3,58,77
AT3G62170,14,3,51,44
AT3G62180,11,3,27,32
AT3G62190,400,108,196,263
AT3G62200,83,41,96,132
AT3G62210,15,3,207,189
AT3G62220,136,22,155,149
AT3G62230,10,5,16,18
AT3G62240,218,64,314,261
AT3G62245,0,0,0,0
AT3G62250,1993,456,2627,2186
AT3G62260,79,28,104,135
AT3G62270,92,18,575,649
AT3G62280,12,4,120,46
AT3G62285,0,0,0,0
AT3G62290,2739,553,8544,8490
AT3G62300,102,18,169,171
AT3G62310,287,74,349,410
AT3G62320,1,0,0,4
AT3G62330,115,47,122,159
AT3G62340,5,3,6,26
AT3G62350,2,2,4,10
AT3G62360,475,106,642,590
AT3G62370,135,17,158,153
AT3G62380,5,1,11,14
AT3G62390,79,12,90,80
AT3G62400,313,86,354,465
AT3G62410,919,163,15,22
AT3G62420,496,132,769,905
AT3G62430,12,2,16,39
AT3G62440,8,0,16,25
AT3G62450,162,41,151,189
AT3G62460,26,5,28,32
AT3G62470,52,9,29,25
AT3G62499,4,2,14,7
AT3G62500,20,6,44,71
AT3G62510,4,1,1,10
AT3G62528,0,1,0,2
AT3G62530,1246,241,396,426
AT3G62540,37,4,28,35
AT3G62550,2631,343,6,13
AT3G62560,448,93,472,491
AT3G62570,15,4,42,39
AT3G62580,956,237,637,801
AT3G62590,52,17,61,25
AT3G62600,603,260,350,539
AT3G62610,12,6,27,17
AT3G62615,1,0,0,0
AT3G62620,74,18,82,109
AT3G62630,205,52,50,44
AT3G62640,2,0,2,12
AT3G62650,243,53,343,373
AT3G62660,263,54,414,258
AT3G62670,3,2,11,8
AT3G62680,15,7,296,223
AT3G62690,95,16,158,70
AT3G62695,0,0,1,0
AT3G62700,940,206,571,1100
AT3G62710,7,3,24,24
AT3G62720,78,9,99,101
AT3G62730,8,1,10,11
AT3G62735,0,0,0,0
AT3G62740,90,17,33,24
AT3G62750,1014,128,13,22
AT3G62760,8,2,91,36
AT3G62770,273,55,418,526
AT3G62780,33,7,139,100
AT3G62790,371,91,329,445
AT3G62800,171,31,107,154
AT3G62810,100,38,95,111
AT3G62820,118,13,41,27
AT3G62830,346,92,986,863
AT3G62840,723,212,645,829
AT3G62850,4,2,14,23
AT3G62860,42,7,195,175
AT3G62870,2629,666,3495,3402
AT3G62880,53,18,26,100
AT3G62890,29,0,43,36
AT3G62900,221,75,320,392
AT3G62910,223,49,41,47
AT3G62920,37,11,35,69
AT3G62930,26,1,113,104
AT3G62940,164,37,178,172
AT3G62950,70,8,31,37
AT3G62960,7,1,43,36
AT3G62970,216,48,110,129
AT3G62980,522,91,446,475
AT3G62990,10,1,8,25
AT3G63000,337,82,241,348
AT3G63003,0,0,0,0
AT3G63006,0,0,0,0
AT3G63010,73,38,378,675
AT3G63020,3,0,12,11
AT3G63030,229,47,232,235
AT3G63040,4,0,5,12
AT3G63050,4,3,13,22
AT3G63052,1,2,2,10
AT3G63060,16,2,23,42
AT3G63070,141,15,198,212
AT3G63080,333,102,624,704
AT3G63088,7,0,6,4
AT3G63090,51,7,75,73
AT3G63093,13,1,13,39
AT3G63095,0,0,0,0
AT3G63110,145,13,269,178
AT3G63120,279,38,279,228
AT3G63130,139,33,198,203
AT3G63140,2072,191,18,22
AT3G63150,229,51,181,212
AT3G63160,3131,949,17,16
AT3G63170,272,55,91,98
AT3G63180,114,25,209,224
AT3G63190,853,181,224,205
AT3G63200,112,19,471,262
AT3G63210,678,117,915,828
AT3G63215,40,0,52,38
AT3G63220,50,6,106,129
AT3G63230,1,1,5,3
AT3G63240,36,8,116,110
AT3G63250,201,37,377,404
AT3G63255,76,34,255,203
AT3G63260,271,21,493,408
AT3G63270,87,22,173,147
AT3G63280,83,17,152,145
AT3G63290,45,10,52,44
AT3G63300,64,26,157,142
AT3G63310,338,110,752,933
AT3G63320,16,1,13,18
AT3G63340,345,85,286,473
AT3G63350,5,0,13,16
AT3G63360,2,0,18,9
AT3G63370,26,8,40,45
AT3G63375,3,0,0,0
AT3G63380,54,59,163,391
AT3G63390,66,18,100,81
AT3G63400,266,65,386,519
AT3G63410,2158,258,192,180
AT3G63420,90,20,69,118
AT3G63430,28,6,73,62
AT3G63440,60,4,33,46
AT3G63445,64,13,51,91
AT3G63450,74,20,60,89
AT3G63460,631,184,871,706
AT3G63470,13,2,139,73
AT3G63480,27,8,24,30
AT3G63490,1798,309,205,245
AT3G63500,383,71,483,626
AT3G63510,71,9,31,43
AT3G63520,1941,396,185,178
AT3G63530,56,11,134,116
AT3G63540,545,70,31,39
AT3G66652,63,23,96,97
AT3G66654,355,155,580,738
AT3G66656,4,0,0,11
AT3G66658,177,32,267,204
AT4G00005,1,0,0,2
AT4G00020,38,8,74,52
AT4G00026,135,39,133,129
AT4G00030,94,15,18,57
AT4G00040,260,44,224,293
AT4G00050,127,32,15,26
AT4G00060,209,48,258,224
AT4G00070,5,4,57,70
AT4G00080,5,2,138,87
AT4G00085,0,0,0,0
AT4G00090,136,33,177,194
AT4G00100,1632,307,2647,2322
AT4G00110,62,10,140,109
AT4G00120,6,3,18,29
AT4G00130,1,0,7,12
AT4G00140,1,1,1,5
AT4G00150,77,13,121,135
AT4G00155,1,0,6,2
AT4G00160,3,0,9,17
AT4G00163,0,0,0,8
AT4G00165,201,35,9,16
AT4G00170,165,48,277,279
AT4G00180,200,32,26,29
AT4G00190,8,0,7,18
AT4G00200,72,14,147,195
AT4G00210,5,3,22,20
AT4G00220,8,8,5,69
AT4G00230,128,18,300,451
AT4G00231,104,20,145,161
AT4G00232,1,0,2,7
AT4G00234,0,0,1,7
AT4G00238,160,31,167,163
AT4G00240,41,10,72,107
AT4G00250,1,2,10,23
AT4G00260,5,0,6,18
AT4G00270,218,54,172,162
AT4G00280,1,0,0,5
AT4G00290,110,30,146,159
AT4G00295,3,1,9,24
AT4G00300,251,65,224,310
AT4G00305,2,1,14,11
AT4G00310,11,4,24,19
AT4G00315,3,3,5,5
AT4G00320,0,3,6,12
AT4G00330,278,97,142,249
AT4G00335,88,24,145,124
AT4G00340,175,41,130,164
AT4G00342,1,0,1,2
AT4G00350,8,2,24,41
AT4G00355,456,90,522,547
AT4G00360,486,52,101,93
AT4G00370,499,115,79,57
AT4G00380,46,10,33,28
AT4G00390,10,1,6,17
AT4G00400,109,15,42,36
AT4G00416,0,0,8,4
AT4G00420,151,26,109,113
AT4G00430,1678,422,518,344
AT4G00440,296,72,295,303
AT4G00450,283,62,360,504
AT4G00460,20,3,47,32
AT4G00467,3,0,4,5
AT4G00480,83,14,73,49
AT4G00490,418,65,46,50
AT4G00500,106,30,108,97
AT4G00520,144,32,77,88
AT4G00525,27,14,37,41
AT4G00530,44,4,15,32
AT4G00540,9,3,11,21
AT4G00550,144,41,170,209
AT4G00560,205,43,157,192
AT4G00570,340,68,242,261
AT4G00580,5,2,7,17
AT4G00585,390,122,545,440
AT4G00590,34,9,50,92
AT4G00600,4,0,10,6
AT4G00610,1,2,7,9
AT4G00620,100,31,152,152
AT4G00630,361,93,279,297
AT4G00650,31,15,81,100
AT4G00651,0,0,8,0
AT4G00660,346,106,541,562
AT4G00670,46,3,38,15
AT4G00680,7,4,163,104
AT4G00690,19,5,19,44
AT4G00695,19,1,29,39
AT4G00700,124,74,298,411
AT4G00710,329,89,350,392
AT4G00720,431,80,831,936
AT4G00730,319,36,99,133
AT4G00740,394,62,404,316
AT4G00750,105,28,34,50
AT4G00752,163,31,186,184
AT4G00755,107,25,90,150
AT4G00760,116,30,166,147
AT4G00770,9,0,0,4
AT4G00780,1847,283,313,224
AT4G00800,279,66,261,361
AT4G00810,442,105,548,428
AT4G00820,53,10,137,100
AT4G00830,305,65,499,551
AT4G00840,101,41,284,218
AT4G00850,32,7,45,53
AT4G00860,491,142,824,720
AT4G00870,21,3,15,24
AT4G00872,2,0,4,6
AT4G00880,366,60,353,293
AT4G00883,12,0,25,0
AT4G00885,1,1,0,1
AT4G00889,0,0,16,7
AT4G00890,9,5,7,23
AT4G00893,4,2,8,29
AT4G00895,486,133,97,195
AT4G00900,125,23,229,187
AT4G00905,31,0,14,40
AT4G00910,30,10,267,116
AT4G00920,4,1,9,10
AT4G00925,0,1,0,0
AT4G00930,85,23,66,138
AT4G00940,39,19,109,260
AT4G00950,34,9,37,31
AT4G00953,21,0,2,6
AT4G00955,58,24,123,127
AT4G00960,18,11,55,57
AT4G00970,47,9,31,33
AT4G00975,34,6,16,50
AT4G00980,21,3,22,27
AT4G00985,0,0,1,0
AT4G00990,219,46,169,269
AT4G01000,618,128,702,908
AT4G01010,109,45,74,160
AT4G01020,126,24,143,194
AT4G01023,6,0,5,11
AT4G01026,384,92,105,114
AT4G01030,44,11,40,39
AT4G01037,187,73,73,76
AT4G01040,133,34,170,163
AT4G01050,2525,339,31,35
AT4G01060,68,11,9,10
AT4G01070,371,111,301,228
AT4G01080,152,20,32,23
AT4G01090,148,33,231,267
AT4G01100,830,173,1117,1443
AT4G01110,13,1,43,45
AT4G01120,198,55,852,639
AT4G01130,124,16,45,27
AT4G01140,18,3,96,51
AT4G01150,6714,932,35,41
AT4G01160,7,2,7,24
AT4G01170,4,0,15,7
AT4G01180,3,0,7,20
AT4G01190,10,2,14,21
AT4G01200,26,8,44,18
AT4G01210,169,36,177,177
AT4G01220,76,21,78,74
AT4G01230,2,1,9,13
AT4G01240,7,2,55,42
AT4G01245,1,0,1,0
AT4G01250,24,11,101,245
AT4G01260,10,4,11,11
AT4G01270,10,5,30,22
AT4G01280,88,21,126,154
AT4G01290,516,119,702,895
AT4G01310,1505,221,151,154
AT4G01320,413,85,427,468
AT4G01330,107,15,324,334
AT4G01335,4,2,10,15
AT4G01340,5,2,6,11
AT4G01350,4,3,238,213
AT4G01355,0,0,2,2
AT4G01360,24,11,47,34
AT4G01370,707,214,697,985
AT4G01380,1,0,0,0
AT4G01390,193,17,158,356
AT4G01395,216,48,248,217
AT4G01400,11,5,15,19
AT4G01410,86,22,48,66
AT4G01420,8,0,16,5
AT4G01430,39,20,228,429
AT4G01435,8,1,13,12
AT4G01440,119,27,297,248
AT4G01450,220,42,742,910
AT4G01460,93,16,32,22
AT4G01470,4,1,9,21
AT4G01480,400,93,620,597
AT4G01500,18,5,19,23
AT4G01510,78,27,55,73
AT4G01516,0,0,4,1
AT4G01520,1,0,0,0
AT4G01533,4,4,17,27
AT4G01535,8,1,2,4
AT4G01540,23,5,96,69
AT4G01550,220,73,89,159
AT4G01560,269,69,303,310
AT4G01570,80,17,68,110
AT4G01575,3,0,25,18
AT4G01580,69,8,45,24
AT4G01590,291,64,131,161
AT4G01593,277,61,259,361
AT4G01595,1,1,1,3
AT4G01600,60,13,93,62
AT4G01610,50,11,76,76
AT4G01630,19,3,29,63
AT4G01640,0,0,0,3
AT4G01650,115,30,167,218
AT4G01660,108,31,135,194
AT4G01670,89,16,47,73
AT4G01671,2,0,1,5
AT4G01680,39,16,83,53
AT4G01690,842,117,349,324
AT4G01700,69,21,165,132
AT4G01703,0,0,0,0
AT4G01710,77,13,160,186
AT4G01720,33,12,161,243
AT4G01730,51,14,59,73
AT4G01735,3,2,11,20
AT4G01740,34,15,102,88
AT4G01750,37,15,339,369
AT4G01760,8,1,25,26
AT4G01770,2,2,61,55
AT4G01780,6,6,17,16
AT4G01790,53,7,70,51
AT4G01800,790,161,210,266
AT4G01810,310,81,269,317
AT4G01820,17,9,57,50
AT4G01830,5,14,52,47
AT4G01840,107,26,57,99
AT4G01850,1259,283,2099,1586
AT4G01860,146,34,214,235
AT4G01865,0,0,0,0
AT4G01870,76,66,64,113
AT4G01880,90,18,92,97
AT4G01883,218,49,29,49
AT4G01890,5,2,12,17
AT4G01895,3,5,5,6
AT4G01897,220,68,229,192
AT4G01900,370,55,136,141
AT4G01910,22,9,160,212
AT4G01915,102,26,24,53
AT4G01920,54,20,146,108
AT4G01925,1,1,17,32
AT4G01930,10,3,36,25
AT4G01935,154,30,37,45
AT4G01940,873,192,153,225
AT4G01950,154,12,53,37
AT4G01960,256,66,309,353
AT4G01970,11,9,277,250
AT4G01985,122,52,34,47
AT4G01990,43,9,57,56
AT4G01995,185,41,39,59
AT4G02000,22,2,19,20
AT4G02005,42,13,75,57
AT4G02010,183,47,265,178
AT4G02020,265,70,266,403
AT4G02030,206,46,286,208
AT4G02040,18,9,52,40
AT4G02050,222,55,317,376
AT4G02055,0,0,2,1
AT4G02060,88,50,142,254
AT4G02070,60,17,129,116
AT4G02075,145,29,129,124
AT4G02080,732,141,881,894
AT4G02090,4,1,117,67
AT4G02100,48,10,70,88
AT4G02110,33,12,59,87
AT4G02120,455,105,421,468
AT4G02130,133,18,128,99
AT4G02140,12,3,24,16
AT4G02150,256,58,193,198
AT4G02160,1,2,4,11
AT4G02170,5,2,20,9
AT4G02180,8,7,48,71
AT4G02190,19,5,22,21
AT4G02195,75,31,66,96
AT4G02200,146,37,142,152
AT4G02210,64,16,36,59
AT4G02220,143,41,171,175
AT4G02230,844,185,848,962
AT4G02235,6,0,0,6
AT4G02250,3,1,6,14
AT4G02260,423,131,93,142
AT4G02270,9,3,483,327
AT4G02280,200,136,20,163
AT4G02290,438,77,351,208
AT4G02300,3,1,11,26
AT4G02310,3,1,7,14
AT4G02320,9,0,7,22
