xenbase_gene_id,S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3
XB-GENE-22164537,0,0,7,2,2,2
XB-GENE-22164554,1782,2567,1349,1772,3062,560
XB-GENE-22164555,16209,17340,27162,15191,18725,11030
XB-GENE-22166269,2,1,2,0,2,0
XB-GENE-22167164,1,0,0,0,0,0
XB-GENE-22167221,52,41,75,59,67,41
XB-GENE-22168217,886,767,887,854,738,551
XB-GENE-22169434,31,25,36,32,33,25
XB-GENE-22169455,452,448,583,506,501,347
XB-GENE-22169456,95,90,94,98,72,57
XB-GENE-22169483,17,21,22,29,22,17
XB-GENE-22169494,0,0,1,0,0,0
XB-GENE-22169499,694,1019,876,660,1140,454
XB-GENE-22169574,1431,1283,1456,1595,1584,816
XB-GENE-22169582,128,172,215,197,151,159
XB-GENE-22169583,524,764,989,832,807,655
XB-GENE-22169634,3517,3346,3691,4387,3543,2425
XB-GENE-22169696,0,0,0,0,0,0
XB-GENE-22169715,0,0,0,0,0,0
XB-GENE-22169747,1,1,5,4,0,6
XB-GENE-22169826,0,0,0,0,0,0
XB-GENE-22172576,5,34,38,12,30,15
XB-GENE-22172577,23,23,25,21,30,16
XB-GENE-22172583,16,12,27,17,18,19
XB-GENE-22172615,0,0,2,0,0,0
XB-GENE-22201036,7,4,13,4,2,6
XB-GENE-22201041,0,0,0,0,0,0
XB-GENE-22201328,2,6,336,2,2,8
XB-GENE-22251718,785,887,1302,948,1050,751
XB-GENE-22252020,275,275,341,299,340,221
XB-GENE-22252021,62,58,50,50,83,36
XB-GENE-25874523,102,147,150,130,169,121
XB-GENE-25874543,4,6,0,3,6,0
XB-GENE-25874649,2,4,19,3,3,1
XB-GENE-25874696,10,36,22,45,47,19
XB-GENE-4594195,54,72,106,82,99,49
XB-GENE-4751928,0,0,0,0,0,0
XB-GENE-4752373,2,1,3,2,1,1
XB-GENE-4755068,178,177,290,218,214,169
XB-GENE-4755769,19,17,34,22,21,11
XB-GENE-4757294,42,54,66,48,38,37
XB-GENE-4757367,26,26,41,30,30,38
XB-GENE-478088,6,4,4,5,7,5
XB-GENE-478125,1661,1698,1944,1773,1783,1006
XB-GENE-478359,0,0,16,0,1,2
XB-GENE-478530,0,0,0,4,2,7
XB-GENE-478643,0,9,31,19,3,5
XB-GENE-478676,98,88,171,139,121,112
XB-GENE-478732,297,263,414,454,320,347
XB-GENE-478756,156,207,250,221,229,154
XB-GENE-478765,16,23,32,24,24,31
XB-GENE-478775,0,0,0,0,0,0
XB-GENE-478863,0,0,2,1,1,8
XB-GENE-478885,0,0,0,1,0,0
XB-GENE-478934,24,18,33,31,24,34
XB-GENE-479031,63,71,61,47,69,17
XB-GENE-479040,855,793,949,815,810,498
XB-GENE-479050,66,76,95,95,67,50
XB-GENE-479068,0,10,3,1,3,4
XB-GENE-479097,1017,1049,1335,1150,1111,780
XB-GENE-479158,29,23,40,30,21,61
XB-GENE-479195,138,99,276,185,120,200
XB-GENE-479259,104,129,190,138,115,120
XB-GENE-479283,26,16,12,45,20,39
XB-GENE-479385,51,43,58,60,41,37
XB-GENE-479433,0,3,0,2,1,2
XB-GENE-479443,62,46,102,80,59,81
XB-GENE-479500,481,498,608,557,515,361
XB-GENE-479516,975,1227,1254,1156,1420,775
XB-GENE-479542,0,0,0,0,0,0
XB-GENE-479764,365,323,347,382,371,226
XB-GENE-479955,59,47,70,50,57,49
XB-GENE-480022,0,5,7,3,1,2
XB-GENE-480233,338,331,399,381,354,260
XB-GENE-480282,13,20,12,22,11,7
XB-GENE-480298,1,0,4,2,0,3
XB-GENE-480490,7,5,40,6,9,20
XB-GENE-480519,0,1,0,10,0,4
XB-GENE-480548,12,9,3,9,9,15
XB-GENE-480612,5,14,57,9,6,33
XB-GENE-480674,631,600,834,996,749,701
XB-GENE-480721,0,1,0,34,2,5
XB-GENE-480822,301,342,297,361,359,208
XB-GENE-480859,167,170,279,203,174,140
XB-GENE-480869,0,1,4,0,2,0
XB-GENE-481129,3032,2765,2394,3355,3185,1934
XB-GENE-481302,1487,1733,1779,1674,1902,1023
XB-GENE-481311,331,409,522,362,437,310
XB-GENE-481527,161,151,150,201,136,121
XB-GENE-481534,343,466,433,534,421,330
XB-GENE-481563,0,0,0,0,0,2
XB-GENE-481582,26,24,35,21,26,10
XB-GENE-481619,173,200,475,154,203,206
XB-GENE-481684,0,0,2,0,0,0
XB-GENE-481770,210,230,186,298,305,157
XB-GENE-481788,0,0,1,0,0,0
XB-GENE-481833,9,12,33,32,17,28
XB-GENE-481843,0,0,0,3,0,1
XB-GENE-481920,132,199,326,163,193,137
XB-GENE-482006,77,101,109,121,126,110
XB-GENE-482015,701,695,794,749,764,469
XB-GENE-482081,47,219,77,46,217,84
XB-GENE-482137,121,91,136,233,163,125
XB-GENE-482147,638,760,812,813,811,553
XB-GENE-482155,339,293,401,354,334,178
XB-GENE-482180,19,10,13,15,18,8
XB-GENE-482213,4901,5899,7913,8238,7575,7430
XB-GENE-482476,11,12,18,54,13,57
XB-GENE-482496,0,0,4,0,0,0
XB-GENE-482515,1123,988,907,1255,1169,775
XB-GENE-482532,125,92,97,129,104,51
XB-GENE-482570,13,8,11,11,11,10
XB-GENE-482658,0,0,3,3,2,9
XB-GENE-482706,132,108,229,173,129,152
XB-GENE-482725,35,52,69,56,44,69
XB-GENE-482735,0,0,0,0,1,0
XB-GENE-482744,0,7,5,31,6,48
XB-GENE-482754,91,195,237,233,207,206
XB-GENE-482791,0,0,1,29,10,28
XB-GENE-482845,26,30,30,53,43,19
XB-GENE-482870,0,0,0,0,0,0
XB-GENE-482980,432,480,662,653,546,489
XB-GENE-483062,291,224,343,211,269,188
XB-GENE-483089,47,46,54,69,57,47
XB-GENE-483140,408,461,537,582,556,302
XB-GENE-483178,0,1,5,2,5,3
XB-GENE-483301,130,126,369,121,119,124
XB-GENE-483319,23,26,59,32,44,18
XB-GENE-483348,215,221,424,290,324,250
XB-GENE-483413,6,13,41,10,12,28
XB-GENE-483422,26,31,81,101,41,103
XB-GENE-483449,20,9,24,31,21,24
XB-GENE-483568,163,230,262,195,252,153
XB-GENE-483707,0,0,0,0,0,0
XB-GENE-483725,178,174,238,199,206,137
XB-GENE-483735,39,32,58,161,82,144
XB-GENE-483754,242,232,373,249,232,186
XB-GENE-483836,365,334,428,391,467,266
XB-GENE-483908,88,81,70,85,90,45
XB-GENE-483964,1,0,0,0,0,1
XB-GENE-484007,1247,1368,1671,1429,1570,1002
XB-GENE-484172,595,620,710,636,679,469
XB-GENE-484201,705,777,958,888,690,552
XB-GENE-484252,41,48,62,56,44,37
XB-GENE-484336,1,1,7,2,1,23
XB-GENE-484361,187,221,420,188,262,196
XB-GENE-484420,158,141,159,180,157,107
XB-GENE-484499,56,33,28,36,17,11
XB-GENE-484615,1564,1325,1612,1880,1254,978
XB-GENE-484699,65,52,96,58,60,36
XB-GENE-484809,0,0,0,1,0,0
XB-GENE-484819,1,1,7,6,5,17
XB-GENE-484939,174,143,207,198,190,117
XB-GENE-484957,27,21,41,23,25,16
XB-GENE-485020,66,72,93,67,79,71
XB-GENE-485039,8,4,11,10,9,6
XB-GENE-485077,10,17,21,19,18,8
XB-GENE-485151,778,971,311,1054,1230,310
XB-GENE-485208,0,0,0,73,17,56
XB-GENE-485224,287,307,307,186,287,95
XB-GENE-485256,0,0,4,0,3,15
XB-GENE-485265,10,10,5,0,5,4
XB-GENE-485331,0,0,0,0,0,0
XB-GENE-485341,73,72,135,85,106,95
XB-GENE-485445,9,40,38,11,35,4
XB-GENE-485471,717,878,612,758,794,448
XB-GENE-485511,58,70,111,72,80,89
XB-GENE-485630,0,0,0,0,0,0
XB-GENE-485647,695,667,976,788,675,633
XB-GENE-485656,0,0,0,0,0,0
XB-GENE-485786,258,252,306,186,210,153
XB-GENE-485796,0,0,0,51,10,44
XB-GENE-485811,41,29,98,48,47,64
XB-GENE-485877,376,278,463,515,323,240
XB-GENE-485979,0,13,43,4,16,11
XB-GENE-486018,596,851,466,647,857,397
XB-GENE-486166,0,0,0,0,0,0
XB-GENE-486300,0,0,0,1,0,9
XB-GENE-486365,454,457,698,507,570,461
XB-GENE-486476,0,0,0,1,0,1
XB-GENE-486580,1798,1923,1829,2096,2061,1024
XB-GENE-486805,1,0,13,5,0,12
XB-GENE-486869,146,189,190,160,205,127
XB-GENE-486879,629,578,746,834,696,603
XB-GENE-486919,0,0,0,108,18,80
XB-GENE-486929,128,136,169,174,122,159
XB-GENE-487006,0,0,3,10,0,14
XB-GENE-487128,881,745,989,999,935,674
XB-GENE-487182,0,0,14,3,0,0
XB-GENE-487204,4215,3831,4747,4110,3802,2781
XB-GENE-487224,14,21,23,33,22,21
XB-GENE-487283,258,337,387,324,359,259
XB-GENE-487356,34,60,43,79,95,48
XB-GENE-487398,71,51,128,90,91,37
XB-GENE-487424,91,100,122,134,98,113
XB-GENE-487452,23,19,42,26,19,38
XB-GENE-487462,1,1,1,0,0,1
XB-GENE-487485,0,0,1,0,0,0
XB-GENE-487503,9,2,121,4,2,53
XB-GENE-487587,2,7,5,22,6,12
XB-GENE-487596,116,59,96,99,85,49
XB-GENE-487606,0,0,1,0,0,3
XB-GENE-487815,0,0,1,0,2,3
XB-GENE-488018,67,62,119,92,81,81
XB-GENE-488091,24,20,46,36,41,40
XB-GENE-488203,18,22,44,23,26,5
XB-GENE-488506,1552,1446,3174,2215,1936,2621
XB-GENE-488762,365,429,620,533,487,419
XB-GENE-488983,9,7,23,20,6,59
XB-GENE-489002,385,462,585,446,419,306
XB-GENE-489012,105,100,119,112,89,46
XB-GENE-489022,413,460,465,463,493,274
XB-GENE-489031,47,53,68,57,44,34
XB-GENE-489145,202,247,300,275,248,232
XB-GENE-489321,0,0,0,0,0,0
XB-GENE-489330,1,0,1,0,0,0
XB-GENE-489401,2401,2175,2314,2464,2606,1401
XB-GENE-489582,335,322,434,418,318,220
XB-GENE-489638,3278,3039,4808,4362,3493,3188
XB-GENE-489662,1373,1547,2138,1555,1602,1376
XB-GENE-489815,45,53,75,57,73,44
XB-GENE-489824,654,557,905,646,521,527
XB-GENE-489856,774,839,645,817,1017,412
XB-GENE-489921,8,15,15,20,11,50
XB-GENE-489959,90,138,163,141,129,124
XB-GENE-490003,21,18,31,10,14,21
XB-GENE-490059,0,0,1,1,1,0
XB-GENE-490164,262,271,254,280,299,160
XB-GENE-490228,90,83,122,82,85,58
XB-GENE-490382,1401,1202,1111,1090,1189,923
XB-GENE-490395,386,484,404,476,566,255
XB-GENE-490414,1273,1280,1785,1348,1363,998
XB-GENE-490424,9,12,23,8,9,17
XB-GENE-490457,34,22,48,43,31,18
XB-GENE-490528,488,621,696,618,730,459
XB-GENE-490549,1973,2485,2719,2244,2885,1772
XB-GENE-490591,86,82,73,91,73,75
XB-GENE-490821,1489,1578,1975,1770,1674,1319
XB-GENE-490905,27,16,9,97,36,58
XB-GENE-490939,71,46,98,63,57,42
XB-GENE-490949,968,1015,1833,1428,1222,1293
XB-GENE-490997,894,993,1706,1366,1109,1165
XB-GENE-491025,0,0,1,0,0,0
XB-GENE-491108,354,438,326,569,463,379
XB-GENE-491143,150,178,208,190,161,107
XB-GENE-491178,416,359,398,401,354,258
XB-GENE-491342,114,121,220,170,167,152
XB-GENE-491437,83,74,114,100,89,80
XB-GENE-491484,137,162,194,167,150,130
XB-GENE-491557,405,528,731,547,538,535
XB-GENE-491585,808,678,1018,838,803,639
XB-GENE-491612,168,209,267,234,209,177
XB-GENE-491658,6,6,6,4,7,2
XB-GENE-491690,1364,1620,1681,1712,1836,934
XB-GENE-491737,137,144,92,184,143,81
XB-GENE-491906,416,449,622,420,479,345
XB-GENE-491924,78,91,75,97,69,55
XB-GENE-491942,3,1,3,1,3,1
XB-GENE-491969,30,39,83,61,46,43
XB-GENE-492039,14,40,48,39,16,33
XB-GENE-492100,333,314,486,430,400,325
XB-GENE-492170,1009,1067,1140,1184,1258,818
XB-GENE-492230,642,683,865,808,858,547
XB-GENE-492319,236,220,215,245,244,189
XB-GENE-492329,392,404,457,420,431,333
XB-GENE-492438,587,800,1217,672,965,649
XB-GENE-492538,41,41,70,35,50,30
XB-GENE-492604,72,64,70,349,106,202
XB-GENE-492785,10324,10189,14833,14772,12492,11913
XB-GENE-492860,210,255,321,264,297,225
XB-GENE-492927,0,0,0,1,0,0
XB-GENE-493141,774,636,1057,970,687,551
XB-GENE-493160,108,65,63,81,104,54
XB-GENE-493268,455,632,1975,568,566,906
XB-GENE-493321,263,355,451,401,429,637
XB-GENE-493418,513,469,589,575,499,331
XB-GENE-493489,14,7,29,21,9,7
XB-GENE-493506,100,91,115,119,91,66
XB-GENE-493544,406,517,591,565,590,454
XB-GENE-493632,13,14,19,15,22,15
XB-GENE-493700,917,1033,1415,1200,1129,690
XB-GENE-493737,869,840,1102,1169,981,833
XB-GENE-493780,7,3,9,4,4,3
XB-GENE-493814,33,41,54,49,41,51
XB-GENE-493852,0,2,1,0,3,1
XB-GENE-493878,30,37,85,38,40,48
XB-GENE-493913,1534,1466,1844,1466,1453,1125
XB-GENE-493967,1864,1854,2240,2486,2449,1551
XB-GENE-494074,9572,10989,20579,11245,11982,10140
XB-GENE-494119,440,516,685,435,568,323
XB-GENE-494129,525,496,572,655,449,371
XB-GENE-494188,2349,2503,2709,2888,2747,2130
XB-GENE-494343,1471,1589,1563,1684,1580,908
XB-GENE-494371,955,1029,1270,1325,1158,1167
XB-GENE-494533,62,59,87,76,79,55
XB-GENE-494570,276,295,486,318,293,237
XB-GENE-494744,10,13,16,16,12,8
XB-GENE-494754,1,2,2,2,2,11
XB-GENE-494866,1270,1354,2726,1544,1509,1399
XB-GENE-494935,0,0,1,7,0,0
XB-GENE-494991,775,730,846,739,810,706
XB-GENE-495067,655,704,1046,901,814,697
XB-GENE-495077,249,215,297,353,273,227
XB-GENE-495123,1655,1524,2358,2325,2053,1621
XB-GENE-495398,329,307,291,385,336,167
XB-GENE-495459,108,101,159,114,97,78
XB-GENE-5485259,54,71,98,62,79,43
XB-GENE-5493681,344,296,490,405,402,287
XB-GENE-5502508,387,342,408,424,412,221
XB-GENE-5577418,1,0,2,4,0,0
XB-GENE-5714849,613,658,905,718,721,530
XB-GENE-5715065,287,280,248,378,275,144
XB-GENE-5715250,230,221,279,289,273,174
XB-GENE-5715356,98,119,145,100,102,76
XB-GENE-5715420,14,11,35,21,15,15
XB-GENE-5715579,1,0,1,0,0,0
XB-GENE-5715893,0,0,6,0,2,2
XB-GENE-5717733,1,0,1,2,1,2
XB-GENE-5719408,92,28,16,43,47,53
XB-GENE-5719973,262,382,529,349,439,353
XB-GENE-5720030,537,408,519,544,449,329
XB-GENE-5720535,781,902,1266,1301,1051,894
XB-GENE-5721258,139,250,251,304,283,212
XB-GENE-5721646,0,0,0,2,0,1
XB-GENE-5722012,15,16,29,24,20,29
XB-GENE-5724601,16,31,26,23,25,19
XB-GENE-5724985,27,34,67,41,47,47
XB-GENE-5725205,108,416,425,128,383,156
XB-GENE-5725449,26,15,31,40,11,35
XB-GENE-5725684,100,110,128,117,129,75
XB-GENE-5726542,0,0,0,0,0,1
XB-GENE-5726662,216,134,245,239,187,142
XB-GENE-5727012,84,73,93,92,68,37
XB-GENE-5727048,29,49,53,37,32,34
XB-GENE-5727097,16,21,28,23,14,29
XB-GENE-5727224,12,14,25,22,5,6
XB-GENE-5727411,18,19,17,12,21,18
XB-GENE-5727581,367,252,576,355,383,232
XB-GENE-5727621,17,19,45,16,19,32
XB-GENE-5727727,278,254,289,331,308,182
XB-GENE-5727756,7,12,13,12,7,13
XB-GENE-5727812,45,43,48,50,51,37
XB-GENE-5728400,96,161,296,268,229,427
XB-GENE-5729316,102,109,175,125,120,94
XB-GENE-5729564,438,486,564,608,495,480
XB-GENE-5729620,0,0,2,0,0,0
XB-GENE-5729834,31,27,30,31,21,31
XB-GENE-5729895,74,68,122,73,74,63
XB-GENE-5729953,4,8,14,9,9,11
XB-GENE-5729987,1,0,5,2,0,5
XB-GENE-5730055,26,27,63,40,39,48
XB-GENE-5730339,21,24,56,29,30,33
XB-GENE-5730400,353,266,429,318,311,239
XB-GENE-5730457,4,4,4,2,6,3
XB-GENE-5730642,128,140,192,197,179,136
XB-GENE-5730735,861,1021,1027,968,1149,624
XB-GENE-5730785,12,17,21,22,24,26
XB-GENE-5731038,0,1,2,1,1,3
XB-GENE-5731110,45,47,88,78,68,50
XB-GENE-5731213,180,167,258,209,230,167
XB-GENE-5731283,153,88,255,120,145,108
XB-GENE-5731768,45,45,106,54,69,63
XB-GENE-5731951,1,1,5,1,2,0
XB-GENE-5732239,226,294,507,286,400,302
XB-GENE-5732386,114,114,175,135,101,96
XB-GENE-5732445,99,107,141,176,168,137
XB-GENE-5732662,100,127,139,122,144,97
XB-GENE-5732844,0,0,0,0,0,0
XB-GENE-5733159,1,3,0,3,0,3
XB-GENE-5734033,342,264,426,406,300,242
XB-GENE-5734217,6,4,4,5,6,4
XB-GENE-5734259,30,36,66,47,31,43
XB-GENE-5734309,76,63,117,80,78,46
XB-GENE-5734741,5,17,33,17,31,20
XB-GENE-5734882,275,241,376,375,293,257
XB-GENE-5735124,24,18,27,33,24,17
XB-GENE-5735588,561,680,699,652,729,420
XB-GENE-5735754,29,22,62,30,31,16
XB-GENE-5735853,66,50,92,54,52,43
XB-GENE-5736067,69,62,127,92,68,86
XB-GENE-5736144,35,34,30,40,32,24
XB-GENE-5736269,23,23,28,23,26,24
XB-GENE-5736383,79,114,138,144,111,123
XB-GENE-5736929,175,318,294,352,352,314
XB-GENE-5737240,0,0,1,0,0,0
XB-GENE-5737306,0,0,0,0,0,0
XB-GENE-5737406,17,7,17,20,11,16
XB-GENE-5737505,9,7,30,17,23,26
XB-GENE-5737721,524,488,645,494,452,352
XB-GENE-5737799,282,286,282,265,202,235
XB-GENE-5737853,125,120,155,106,119,90
XB-GENE-5738373,7,10,6,6,7,3
XB-GENE-5738491,39,57,91,73,62,69
XB-GENE-5738730,608,721,938,702,791,511
XB-GENE-5738844,90,101,124,94,115,69
XB-GENE-5738921,261,244,277,300,263,170
XB-GENE-5739330,1,1,0,0,2,0
XB-GENE-5739378,81,71,59,89,88,40
XB-GENE-5739683,0,0,0,0,0,1
XB-GENE-5739879,1984,2265,3125,2669,2669,1671
XB-GENE-5740089,0,1,1,0,0,1
XB-GENE-5740147,0,0,5,2,2,5
XB-GENE-5740183,29,21,62,33,27,27
XB-GENE-5740241,27,17,47,21,35,30
XB-GENE-5740318,27,40,43,34,39,31
XB-GENE-5740452,0,0,1,1,0,1
XB-GENE-5740857,1357,1306,1768,1637,1407,1110
XB-GENE-5741649,1752,1894,2433,2557,2234,2054
XB-GENE-5742072,386,484,587,448,533,341
XB-GENE-5742189,152,169,196,182,165,95
XB-GENE-5742498,11,4,11,16,12,8
XB-GENE-5742574,21,22,49,27,38,13
XB-GENE-5742627,103,92,100,108,98,46
XB-GENE-5742733,0,0,0,0,0,6
XB-GENE-5742780,109,94,116,110,91,64
XB-GENE-5743368,228,412,566,238,464,237
XB-GENE-5744125,680,749,873,829,857,477
XB-GENE-5744211,0,0,0,1,0,0
XB-GENE-5744347,110,132,170,142,140,139
XB-GENE-5744510,2,2,25,9,0,10
XB-GENE-5744946,881,1199,1655,1230,1307,1089
XB-GENE-5745170,91,96,230,101,122,96
XB-GENE-5745230,134,73,117,85,89,73
XB-GENE-5745810,11,7,23,6,12,12
XB-GENE-5746206,17,12,35,19,26,23
XB-GENE-5746715,765,731,886,723,685,507
XB-GENE-5747191,68,72,70,69,97,46
XB-GENE-5747234,51,54,60,74,61,53
XB-GENE-5747560,16,35,24,12,33,16
XB-GENE-5747680,159,103,200,142,108,105
XB-GENE-5747713,0,0,0,0,0,0
XB-GENE-5747731,105,132,174,140,147,68
XB-GENE-5748726,118,81,127,122,92,81
XB-GENE-5749109,4,5,3,2,4,4
XB-GENE-5749150,31,24,33,27,24,16
XB-GENE-5749177,148,106,233,154,153,118
XB-GENE-5749200,12,12,17,14,17,16
XB-GENE-5749289,298,328,262,323,316,141
XB-GENE-5749334,47,53,75,44,40,39
XB-GENE-5749378,94,96,177,112,115,103
XB-GENE-5749532,106,140,164,159,138,118
XB-GENE-5749603,354,245,478,294,295,237
XB-GENE-5749687,51,65,42,138,106,69
XB-GENE-5749898,0,0,1,0,2,0
XB-GENE-5750313,169,219,266,217,230,199
XB-GENE-5750633,538,477,627,679,527,416
XB-GENE-5750709,1,0,0,0,1,0
XB-GENE-5750775,9,4,16,34,24,74
XB-GENE-5750843,8,16,87,13,18,48
XB-GENE-5750905,9,10,17,8,8,13
XB-GENE-5750946,85,106,139,85,88,80
XB-GENE-5750977,49,50,53,34,64,33
XB-GENE-5751113,90,130,177,119,140,115
XB-GENE-5751205,44,53,73,48,57,31
XB-GENE-5751318,1,1,6,14,6,12
XB-GENE-5751389,66,67,101,85,78,63
XB-GENE-5751482,57,45,36,53,31,33
XB-GENE-5751613,154,222,252,233,252,198
XB-GENE-5751702,2,0,1,2,5,1
XB-GENE-5751847,48,35,70,58,62,55
XB-GENE-5751928,62,44,64,73,45,47
XB-GENE-5752008,27,37,54,39,40,27
XB-GENE-5752029,7,8,14,46,14,26
XB-GENE-5752141,100,100,131,108,89,99
XB-GENE-5752204,0,0,0,0,0,0
XB-GENE-5752458,6,11,18,14,20,25
XB-GENE-5752536,2,2,8,5,2,3
XB-GENE-5752623,0,0,0,0,0,0
XB-GENE-5752726,250,203,351,297,272,230
XB-GENE-5752812,14,13,35,22,17,19
XB-GENE-5752923,66,73,87,85,83,52
XB-GENE-5753010,126,125,142,173,121,94
XB-GENE-5753173,216,268,391,321,334,256
XB-GENE-5753231,64,64,93,71,77,44
XB-GENE-5753280,7,6,9,16,14,13
XB-GENE-5753322,1,1,4,2,3,1
XB-GENE-5753347,8,6,4,7,7,5
XB-GENE-5753420,105,125,182,133,134,106
XB-GENE-5753459,0,0,0,0,0,0
XB-GENE-5753503,50,34,96,48,55,31
XB-GENE-5753563,12,13,20,16,14,17
XB-GENE-5753579,0,0,1,0,0,1
XB-GENE-5753645,296,403,443,462,448,334
XB-GENE-5753780,0,0,1,3,3,2
XB-GENE-5753895,61,107,152,89,118,71
XB-GENE-5753934,56,33,105,74,85,56
XB-GENE-5753972,0,2,0,0,0,0
XB-GENE-5754057,75,77,108,100,74,84
XB-GENE-5754292,868,1230,1962,1127,1370,990
XB-GENE-5754464,91,99,132,134,101,132
XB-GENE-5754563,27,30,115,53,25,60
XB-GENE-5754835,467,511,704,572,551,290
XB-GENE-5754977,10,15,41,20,24,22
XB-GENE-5755010,6,4,8,5,7,6
XB-GENE-5755077,126,94,168,103,116,83
XB-GENE-5755217,124,124,144,156,126,102
XB-GENE-5755312,0,0,7,4,2,6
XB-GENE-5755335,334,288,337,313,314,193
XB-GENE-5755456,121,123,268,162,164,108
XB-GENE-5755500,41,39,51,49,49,47
XB-GENE-5755836,163,179,230,220,217,141
XB-GENE-5755914,36,56,48,53,45,23
XB-GENE-5755962,6,4,31,5,4,35
XB-GENE-5756000,117,142,207,108,143,115
XB-GENE-5756021,0,0,0,0,0,0
XB-GENE-5756054,6,4,18,9,10,12
XB-GENE-5756096,13,17,17,21,11,24
XB-GENE-5756142,22,22,22,18,15,18
XB-GENE-5756196,112,142,178,178,155,119
XB-GENE-5756232,0,0,0,0,0,0
XB-GENE-5756271,182,182,318,189,217,156
XB-GENE-5756413,285,358,421,346,418,239
XB-GENE-5756616,275,233,406,336,262,304
XB-GENE-5756729,362,387,454,354,499,330
XB-GENE-5757149,235,230,383,348,292,276
XB-GENE-5757416,666,673,647,673,900,411
XB-GENE-5757545,47,74,80,69,83,56
XB-GENE-5757624,91,76,87,94,78,32
XB-GENE-5757663,14,14,21,15,17,7
XB-GENE-5757795,5,6,104,1,17,53
XB-GENE-5757881,1143,1223,743,1123,1454,310
XB-GENE-5757952,708,818,807,794,1017,465
XB-GENE-5758053,36,51,63,48,61,37
XB-GENE-5758089,0,0,0,0,0,2
XB-GENE-5758296,1,0,2,1,0,0
XB-GENE-5758343,1000,771,1066,1097,894,735
XB-GENE-5758489,22,16,35,18,24,24
XB-GENE-5758539,96,96,104,90,91,64
XB-GENE-5758570,278,351,508,404,445,310
XB-GENE-5759094,13,11,20,10,13,12
XB-GENE-5759162,231,259,319,212,203,147
XB-GENE-5759202,0,0,3,0,0,1
XB-GENE-5759404,0,0,1,0,0,0
XB-GENE-5759426,88,83,184,89,115,119
XB-GENE-5759464,128,146,169,157,133,85
XB-GENE-5759520,38,31,53,39,29,24
XB-GENE-5760018,4,3,3,2,1,1
XB-GENE-5760104,222,266,345,259,276,199
XB-GENE-5760513,107,147,143,171,149,89
XB-GENE-5760611,23,22,48,23,28,31
XB-GENE-5760925,380,388,440,501,429,293
XB-GENE-5761206,31,40,71,45,46,32
XB-GENE-5761308,144,101,135,276,343,302
XB-GENE-5761343,0,0,0,0,0,0
XB-GENE-5761468,0,0,0,0,0,0
XB-GENE-5761490,225,275,397,244,272,207
XB-GENE-5761524,52,59,84,93,55,86
XB-GENE-5761538,202,385,468,306,404,265
XB-GENE-5761564,1,1,2,2,10,1
XB-GENE-5761579,15,24,54,23,22,31
XB-GENE-5761698,11,8,16,12,16,7
XB-GENE-5761829,2,3,9,159,60,181
XB-GENE-5761877,90,97,143,127,121,74
XB-GENE-5761943,60,76,125,92,64,90
XB-GENE-5762006,20,51,207,46,50,219
XB-GENE-5762045,3,3,9,8,3,5
XB-GENE-5762058,365,381,624,468,517,467
XB-GENE-5762117,2,14,30,38,25,35
XB-GENE-5762142,31,47,34,24,53,28
XB-GENE-5762426,21,27,42,20,30,25
XB-GENE-5762966,118,69,130,116,74,93
XB-GENE-5763112,748,786,988,1273,1026,648
XB-GENE-5763398,0,0,0,0,0,1
XB-GENE-5763437,0,0,0,0,0,0
XB-GENE-5763589,24,33,102,32,43,109
XB-GENE-5763787,46,23,60,46,37,37
XB-GENE-5763840,351,392,396,366,498,279
XB-GENE-5763905,130,119,126,108,109,70
XB-GENE-5763998,0,0,1,0,1,0
XB-GENE-5764010,46,38,63,43,48,32
XB-GENE-5764026,2,2,2,2,5,7
XB-GENE-5764633,6695,6949,8111,7243,8105,3968
XB-GENE-5764725,1,1,2,0,0,0
XB-GENE-5764800,0,0,0,0,0,0
XB-GENE-5764881,0,0,4,0,0,0
XB-GENE-5764987,0,0,0,0,0,0
XB-GENE-5765008,0,0,0,0,0,0
XB-GENE-5765049,1,0,0,3,0,1
XB-GENE-5765086,32,78,76,65,99,53
XB-GENE-5765277,72,118,86,94,108,68
XB-GENE-5765405,22,24,27,23,26,11
XB-GENE-5765457,47,61,99,91,80,73
XB-GENE-5765525,0,0,0,0,0,1
XB-GENE-5765640,50,66,194,87,94,125
XB-GENE-5765778,287,353,469,480,403,335
XB-GENE-5766132,173,180,311,171,226,125
XB-GENE-5766636,4414,4383,4709,6362,4822,3959
XB-GENE-5767146,15,29,34,25,20,25
XB-GENE-5767828,7,2,0,2,1,0
XB-GENE-5767927,0,0,0,0,0,0
XB-GENE-5767963,5,13,15,8,7,15
XB-GENE-5768018,3,6,19,12,9,16
XB-GENE-5768540,0,0,0,0,2,2
XB-GENE-5768713,107,81,104,69,62,80
XB-GENE-5768765,23,28,71,35,49,58
XB-GENE-5769150,167,187,216,264,248,331
XB-GENE-5769457,6,6,4,4,5,2
XB-GENE-5769632,0,0,0,0,0,0
XB-GENE-5770143,1044,1172,1627,1845,1634,1575
XB-GENE-5770366,32,33,51,39,42,41
XB-GENE-5770592,1,9,31,14,17,35
XB-GENE-5770628,228,175,311,214,229,169
XB-GENE-5770864,2,2,2,73,1,2
XB-GENE-5771137,62,30,37,52,31,35
XB-GENE-5771549,10,3,9,8,6,4
